n_repos,accuracy_mean,accuracy_by_author_mean,precision_macro_mean,recall_macro_mean,f1_macro_mean,auc_mean,confidence_mean_mean
314,0.7225620956889011,0.5123862153412917,0.5888375811846847,0.5123862153412917,0.5075440366832826,0.7323337891226549,0.687365932591945
